0.134023,-0.0501021,9.67379,0.00455365,-0.00748317,-0.00623383
0.0284751,0.0490177,9.6988,-0.0146825,0.000967354,-0.0103584
0.0987913,-0.0729429,9.59568,-0.00724054,-0.00437585,-0.0114428
0.130987,-0.161028,9.58769,0.0195561,7.83036e-05,-0.00018191
0.15854,-0.102858,9.63122,0.00595595,-0.00496558,0.0171458
0.117185,-0.102947,9.62643,0.00359187,0.00968198,0.000954901
0.107339,-0.0898512,9.44144,0.00681803,0.00971719,0.00303887
0.00558074,-0.00459879,9.60487,-0.00696403,-0.00512404,0.00774492
0.0551893,0.00416701,9.80867,-0.00414021,0.00829994,-0.0180902
0.0331663,-0.0571616,9.89977,-0.00712207,0.013872,-0.00322205
0.0615176,-0.00937436,9.74956,-0.0132769,-0.0103616,0.0132501
0.0392008,-0.0572066,9.57114,-0.00116012,0.0101837,-0.0330816
0.0841664,0.0311308,9.70189,-0.0145027,0.0192857,0.00212241
0.0448763,-0.0189111,9.71585,0.019575,-0.0148158,0.00112957
0.00558083,-0.155125,9.72944,0.00793049,0.00444442,0.00630657
0.0928994,0.063167,9.68507,-0.0051734,0.00300956,-0.0158568
0.105224,-0.0625012,9.7929,0.0153768,-0.0190058,0.00552142
0.049461,-0.138306,9.66031,-0.00374015,0.00449724,0.00967044
0.0276448,-0.0488711,9.64119,0.00995413,0.00112582,-0.00112637
0.12688,-0.0503248,9.55181,-0.00807725,0.00334409,0.0044244
0.0238849,0.0155574,9.62941,-0.00815501,0.00751653,-0.000971057
0.0452364,-0.119025,9.74084,-0.00722113,-0.0214001,-0.0100961
0.0611077,-0.0260007,9.72112,-0.0103147,0.00215572,-0.00298235
0.0597021,-0.0976227,9.62358,0.0076588,-0.0150446,-0.0125467
0.121172,-0.0360714,9.65399,0.00345983,-0.0160393,-0.00820765
0.0339548,0.0147565,9.5808,-0.011077,0.0195498,0.0180515
0.065681,-0.0302572,9.78934,0.0129194,0.000861713,-0.0171475
0.130676,0.0183904,9.69066,-0.00388057,0.0139248,-7.30777e-05
0.165147,-0.0224707,9.71597,0.00367013,0.0033793,0.00638557
0.0868905,-0.0701247,9.76636,-0.00706169,0.0182029,0.00096756
0.0391392,-0.0570136,9.69143,0.00262083,0.00126667,0.00750114
0.144809,-0.0844523,9.55032,0.00454008,-0.0149566,-0.0071756
0.0121834,-0.125269,9.68935,-0.00391976,-0.0148862,-0.00279277
0.128885,0.0432628,9.56639,-0.00994513,-0.00274731,0.0226659
0.101289,-0.0918828,9.64443,-0.00719627,0.0031328,-0.00837104
0.0780215,-0.0325712,9.64917,-0.0132038,0.00463809,0.0183287
0.114968,-0.000846211,9.72172,-0.00700576,-0.0232839,0.00484918
0.0977039,-0.0431459,9.76935,-0.00040783,0.00998129,0.0191214
0.0977181,-0.0613445,9.64577,-0.00727225,-0.000150585,-0.0136433
0.109665,-0.0579329,9.852,-0.00474366,0.00350255,0.0139634
0.036748,-0.0505174,9.65006,0.014339,-0.00512404,0.00743792
0.13332,-0.0311622,9.62501,-0.00515298,-0.0182752,-0.0144397
0.033598,0.0594888,9.6806,0.0129163,0.0136431,-0.0173588
0.140136,-0.0261936,9.5997,-0.0228661,0.0013547,0.0131946
0.117478,0.035877,9.77135,0.00899209,0.0193561,0.00604475
0.122135,-0.0600986,9.7208,0.0068382,-0.0105025,0.00443837
0.0178523,-0.126737,9.70904,-0.00577888,0.00673312,0.016056
0.094759,0.00759294,9.68956,0.00573879,0.00437399,0.00207723
0.0420003,0.0267852,9.7654,-0.0073807,0.00398664,-0.0211687
0.0255775,0.0100549,9.62229,-0.0113339,0.00220854,0.000228026
0.0966128,0.0438268,9.81819,0.00795941,0.0119355,0.00831335
0.0733602,-0.0263566,9.6994,-0.0112707,-0.00517686,0.00461129
0.0568937,-0.118268,9.67782,-0.00095426,-0.0162154,-0.0187963
0.0736503,-0.00833636,9.59497,-0.00930945,-0.00430542,-0.0071521
0.0482202,-0.115865,9.82333,0.0163801,-0.016946,0.00121083
0.078043,-0.0556193,9.77522,0.000357219,-0.0191291,-0.00171874
0.0500617,0.0134368,9.82655,-0.000576655,0.00978762,0.00740635
0.113112,0.0403709,9.71747,0.0248691,-0.0105905,-0.00114762
0.0776205,-0.0612255,9.87047,0.00794711,-0.000863568,0.0074596
0.116045,0.0142225,9.54731,-0.00597713,0.00117864,0.0022989
0.0507521,-0.0201421,9.74989,-0.00620684,-0.0012157,-0.013641
0.116734,-0.0960208,9.71968,-0.00492936,0.00968198,0.0010777
0.0525992,-0.0903552,9.62895,0.00282061,0.00043044,0.0213639
0.0658389,0.000177099,9.67573,0.0151753,-0.0107137,-0.00846453
0.0848649,-0.010887,9.87492,-0.0116403,-0.000273833,-0.0210369
0.079644,-0.085831,10.0109,0.00371567,0.00556236,0.00954539
0.0491374,-0.124052,9.76241,0.00308793,-0.00155023,-0.0340143
0.0426519,-0.0196678,9.5615,0.0140482,-0.00865393,-0.0127444
0.0391376,-0.00881102,9.56675,0.00668066,0.00636337,-0.00649339
0.0647044,-0.0565093,9.72157,0.0100047,-0.0179935,0.00238554
0.1449,-0.116132,9.80578,-0.000743451,0.001073,-0.0041679
0.0146279,0.0116419,9.60986,0.00376044,0.0109408,0.0126524
0.118526,0.0242489,9.71946,-0.00741089,0.00182119,-0.0232636
0.0687307,-0.11192,9.62728,-0.0112267,0.00339691,0.00766548
0.144547,-0.111416,9.6567,-0.00468075,-0.00281774,0.0183291
0.0948127,-0.109028,9.69328,0.0118739,-0.0172277,-0.0157679
0.0522083,-0.0525787,9.85095,0.00260422,0.00657465,0.00634811
0.0630636,-0.0766065,9.48315,-0.000576148,0.00765738,0.00744156
0.0486539,-0.0492121,9.72886,-0.00288682,-0.00853068,-0.00504376
0.0781388,0.0178267,9.65731,-0.014677,-0.0224653,-0.00997109
0.0831688,-0.124394,9.63266,-0.0104823,-0.00336355,-0.0146094
0.061352,-0.0741886,9.73807,0.0118703,-0.00231604,-0.0160144
0.0548359,0.00888325,9.65959,-0.0261242,0.00660987,0.00889257
0.145289,0.0312494,9.70819,-0.0123519,-0.00199911,0.00350882
0.0323777,-0.0298719,9.59592,0.0100193,-0.0147805,0.00339773
0.0506431,-0.0225897,9.49321,-0.00179351,0.00215572,-0.00310515
0.0830525,-0.0450146,9.87372,-0.00382869,-0.0105201,0.00352686
0.18973,-0.026683,9.67798,-0.010284,0.00219093,-0.000852332
0.0364967,-0.0813227,9.63262,0.000523253,-0.00721907,0.0098027
0.0794214,-0.00430212,9.62175,-0.00169889,-0.00838983,0.00346095
0.0802575,-0.0392453,9.67977,-0.00395629,0.00957634,-0.0053277
0.100134,-0.0624272,9.68884,0.00575896,-0.0158457,0.00347674
0.0167423,-0.0274839,9.63202,-0.00608305,-0.00533532,-0.00505053
0.130697,-0.0695463,9.69211,-0.00923297,-0.00315227,-0.00184466
0.115042,-0.0256297,9.85139,0.0176123,-0.00929648,0.0127873
0.124619,-0.0198158,9.76857,-0.00486543,-0.000898781,0.00551378
0.116289,-0.0731949,9.68879,-0.00596026,-0.00519447,0.00346954
0.140858,-0.0866623,9.52528,0.000461101,-0.00409414,0.00548985
0.132716,-0.144683,9.70768,0.013333,0.00453245,0.0115549
0.027303,-0.0669507,9.74203,-0.00607227,0.0138544,-0.00430241
0.10597,-0.0729429,9.59558,-0.00514042,-0.0065413,-0.0135683
0.117836,-0.120152,9.67159,-0.00807345,-0.0126327,0.00468848
0.0396587,0.0423138,9.72748,0.00172552,-0.00280013,0.019302
0.0754959,-0.00468778,9.59848,-0.0123072,0.0033793,0.00661582
0.125285,-0.103422,9.81483,-0.00497286,-0.00102203,-0.00194127
0.0524991,-0.145855,9.74656,-0.00311983,0.00292152,-0.0212125
